LOCATION,SUBJECT,TIME,Value,CO2
BGD,SHEEP,2004,1.02468131537784,27.94585405575927
BGD,SHEEP,2005,1.05898006842231,28.881274593335725
BGD,SHEEP,2006,1.00856646306622,27.506358083624182
BGD,SHEEP,2007,1.03252078940635,28.159657892900448
BGD,SHEEP,2008,1.0625118084036,28.977594774643634
BGD,SHEEP,2009,1.09775576455193,29.938793578688994
BGD,SHEEP,2010,1.13180084684558,30.86729582306127
BGD,SHEEP,2011,1.16449457096126,31.758942844397996
BGD,SHEEP,2012,1.15627346305384,31.534730810559275
BGD,SHEEP,2013,1.16469228713966,31.764335103808907
BGD,SHEEP,2014,1.16169784151135,31.682668404854994
BGD,SHEEP,2015,1.1642551313812,31.75241267403272
BGD,SHEEP,2016,1.16677304385969,31.821083014355175
BGD,SHEEP,2017,1.19148878009605,32.495148548074084
BGD,SHEEP,2018,1.21553497579801,33.15095388540027
BGD,SHEEP,2019,1.23947000217804,33.80372733212836
BGD,SHEEP,2020,1.26333132037675,34.45449055572954
BGD,SHEEP,2021,1.28669384931731,35.09165043592663
BGD,SHEEP,2022,1.30981557589138,35.72224297885582
BGD,SHEEP,2023,1.33293847183812,36.35286741376691
BGD,SHEEP,2024,1.3560417966348002,36.98295809004
BGD,SHEEP,2025,1.37912814375866,37.61258573887254
BGD,SHEEP,2026,1.4020033747972,38.23645567628727
BRA,BEEF,1990,19.2760862774176,1272.2216943095618
BRA,BEEF,1991,19.360649930198697,1277.802895393114
BRA,BEEF,1992,18.8339863848662,1243.0431014011692
BRA,BEEF,1993,18.9706637420093,1252.063806972614
BRA,BEEF,1994,21.128156289133894,1394.4583150828373
BRA,BEEF,1995,23.101616371311003,1524.7066805065263
BRA,BEEF,1996,25.4176031909373,1677.561810601862
BRA,BEEF,1997,23.806294019074606,1571.2154052589242
BRA,BEEF,1998,23.6656928038194,1561.9357250520807
BRA,BEEF,1999,23.3326000314658,1539.951602076743
BRA,BEEF,2000,24.4987700752187,1616.9188249644346
BRA,BEEF,2001,23.858544322726,1574.6639252999162
BRA,BEEF,2002,24.6546207697783,1627.204970805368
BRA,BEEF,2003,24.5959978121776,1623.335855603722
BRA,BEEF,2004,24.6017386423997,1623.7147503983804
BRA,BEEF,2005,23.780660702473106,1569.523606363225
BRA,BEEF,2006,23.4344211103657,1546.6717932841364
BRA,BEEF,2007,25.0926547321768,1656.1152123236689
BRA,BEEF,2008,25.2427784417587,1666.0233771560743
BRA,BEEF,2009,26.4975879502363,1748.8408047155963
BRA,BEEF,2010,25.0503652874222,1653.3241089698654
BRA,BEEF,2011,24.524868161146998,1618.6412986357018
BRA,BEEF,2012,24.713573958986398,1631.0958812931024
BRA,BEEF,2013,26.247761605578603,1732.352265968188
BRA,BEEF,2014,26.4644077745785,1746.6509131221812
BRA,BEEF,2015,25.6052132871387,1689.9440769511543
BRA,BEEF,2016,25.660693032843398,1693.6057401676646
BRA,BEEF,2017,26.4675427489065,1746.857821427829
BRA,BEEF,2018,26.417207709190503,1743.5357088065732
BRA,BEEF,2019,26.113259537553,1723.475129478498
BRA,BEEF,2020,26.002631543706798,1716.1736818846487
BRA,BEEF,2021,26.136047141796798,1724.9791113585889
BRA,BEEF,2022,26.213721023183304,1730.1055875300983
BRA,BEEF,2023,26.161056340419396,1726.6297184676803
BRA,BEEF,2024,26.032026946469106,1718.113778466961
BRA,BEEF,2025,26.0202635717239,1717.3373957337774
BRA,BEEF,2026,26.1729466310174,1727.4144776471487
BRA,PIG,1990,5.39386293695584,42.182774250552086
BRA,PIG,1991,5.58028751468151,43.640710050714375
BRA,PIG,1992,5.7328207055304405,44.833597825302164
BRA,PIG,1993,5.856960886805849,45.804437704507286
BRA,PIG,1994,6.2736603830059,49.06324145684102
BRA,PIG,1995,6.728883393077298,52.623318843296815
BRA,PIG,1996,7.29149240980912,57.02320987158415
BRA,PIG,1997,6.827192552960629,53.392146888538264
BRA,PIG,1998,7.22277427703441,56.48579883321782
BRA,PIG,1999,7.5412569362185,58.97649655247801
BRA,PIG,2000,10.7357887745165,83.9593737494239
BRA,PIG,2001,10.8449097421,84.81275567539744
BRA,PIG,2002,10.3085366289393,80.61804286734582
BRA,PIG,2003,9.35632891331067,73.17129021948088
BRA,PIG,2004,8.86188159146437,69.30445859991366
BRA,PIG,2005,8.63269172859568,67.5120763390175
BRA,PIG,2006,9.91529558051875,77.542696206621
BRA,PIG,2007,9.71721052262282,75.99356947179385
BRA,PIG,2008,10.0404199393524,78.52123285903801
BRA,PIG,2009,10.279604129099301,80.39177588141762
BRA,PIG,2010,10.634589814541402,83.1679459855161
BRA,PIG,2011,11.2540195633915,88.01220427780532
BRA,PIG,2012,11.2698795225832,88.13623729199682
BRA,PIG,2013,11.176100587904001,87.40283793104412
BRA,PIG,2014,11.689246083148598,91.41589885539288
BRA,PIG,2015,11.225649707973002,87.79033745978886
BRA,PIG,2016,11.528279418185699,90.15705698837534
BRA,PIG,2017,11.8451279565306,92.6349750446624
BRA,PIG,2018,12.1159112232247,94.75263905342393
BRA,PIG,2019,12.4737715839913,97.55129059275248
BRA,PIG,2020,12.6597438721118,99.00568925625895
BRA,PIG,2021,12.820250396148401,100.26093258526313
BRA,PIG,2022,13.0036488300861,101.69520238913488
BRA,PIG,2023,13.317680517706,104.15109122821359
BRA,PIG,2024,13.4120366190781,104.8890043286877
BRA,PIG,2025,13.4558584461479,105.23171348910537
BRA,PIG,2026,13.5767941021278,106.17749233715331
BRA,POULTRY,1990,12.0359354415513,73.8568765731557
BRA,POULTRY,1991,13.270905681474499,81.4351030454117
BRA,POULTRY,1992,14.166289347359701,86.92950281334362
BRA,POULTRY,1993,15.2031481465757,93.29204544489635
BRA,POULTRY,1994,16.1712858167154,99.2328902389354
BRA,POULTRY,1995,19.5609355393658,120.03301353701741
BRA,POULTRY,1996,18.545568836844,113.80235422608818
BRA,POULTRY,1997,21.2558485182861,130.43361590766472
BRA,POULTRY,1998,22.323584275683107,136.98563078260088
BRA,POULTRY,1999,24.59259591788,150.90911131426364
BRA,POULTRY,2000,25.803270020808892,158.33824785496364
BRA,POULTRY,2001,27.452147808414306,168.45636155163325
BRA,POULTRY,2002,29.274116715086894,179.6366252971241
BRA,POULTRY,2003,28.013762430005002,171.9026330932125
BRA,POULTRY,2004,28.9234084592551,177.48455190906537
BRA,POULTRY,2005,31.287385445739304,191.99077432612754
BRA,POULTRY,2006,31.556758610269494,193.6437460175628
BRA,POULTRY,2007,33.8898765495805,207.9606060996985
BRA,POULTRY,2008,35.7079846717017,219.11717866726045
BRA,POULTRY,2009,35.2832293139215,216.51072533542737
BRA,POULTRY,2010,39.2692771179794,240.97056413305538
BRA,POULTRY,2011,40.7245148124266,249.90043180352686
BRA,POULTRY,2012,39.907439002651294,244.88655751626928
BRA,POULTRY,2013,37.8014544951834,231.96347076589814
BRA,POULTRY,2014,37.954839339442394,232.90469594657833
BRA,POULTRY,2015,39.3631624043178,241.54667839013194
BRA,POULTRY,2016,39.6,243.00000000000003
BRA,POULTRY,2017,39.9045878876253,244.86906203770067
BRA,POULTRY,2018,39.8958695844217,244.81556335895135
BRA,POULTRY,2019,40.04840477569249,245.75157475993117
BRA,POULTRY,2020,40.01113271975821,245.52285987124355
BRA,POULTRY,2021,39.830021017161705,244.41149260531043
BRA,POULTRY,2022,39.8808035060923,244.72311242374818
BRA,POULTRY,2023,39.879280722735295,244.7137680713302
BRA,POULTRY,2024,39.951588832971396,245.15747692959718
BRA,POULTRY,2025,39.972987895706396,245.28878936001652
BRA,POULTRY,2026,39.8230672873905,244.36882199080534
BRA,SHEEP,1990,0.668727249595634,18.238015898062745
BRA,SHEEP,1991,0.6666004179394389,18.180011398348334
BRA,SHEEP,1992,0.6624964515474351,18.068085042202775
BRA,SHEEP,1993,0.676056045633588,18.437892153643308
BRA,SHEEP,1994,0.648934240802824,17.698206567349743
BRA,SHEEP,1995,0.693573444001548,18.915639381860398
BRA,SHEEP,1996,0.5407111691932721,14.746668250725602
BRA,SHEEP,1997,0.562563514681799,15.342641309503609
BRA,SHEEP,1998,0.390671911704113,10.654688501021262
BRA,SHEEP,1999,0.390774068072234,10.6574745837882
BRA,SHEEP,2000,0.406701778324302,11.09186668157187
BRA,SHEEP,2001,0.374265227531652,10.207233478135961
BRA,SHEEP,2002,0.348373680812952,9.501100385807781
BRA,SHEEP,2003,0.344449834673039,9.39408640017379
BRA,SHEEP,2004,0.373847499265822,10.195840889067872
BRA,SHEEP,2005,0.375936894906834,10.252824406550017
BRA,SHEEP,2006,0.387750191780741,10.575005230383844
BRA,SHEEP,2007,0.41430526219478,11.299234423493997
BRA,SHEEP,2008,0.3870947800832429,10.557130365906623
BRA,SHEEP,2009,0.411695955356634,11.22807150972638
BRA,SHEEP,2010,0.40116045595287897,10.94073970780579
BRA,SHEEP,2011,0.3948835916554829,10.769552499694989
BRA,SHEEP,2012,0.40056856076778496,10.92459711184868
BRA,SHEEP,2013,0.40754599775363104,11.114890847826299
BRA,SHEEP,2014,0.407639988832947,11.117454240898553
BRA,SHEEP,2015,0.38825896698023693,10.588880917642825
BRA,SHEEP,2016,0.389126532954732,10.612541807856324
BRA,SHEEP,2017,0.3863115067845321,10.535768366850874
BRA,SHEEP,2018,0.38362252224153104,10.462432424769027
BRA,SHEEP,2019,0.381058654062265,10.392508747152682
BRA,SHEEP,2020,0.378608256684728,10.325679727765309
BRA,SHEEP,2021,0.3762721881189989,10.261968766881786
BRA,SHEEP,2022,0.373996121037255,10.199894210106953
BRA,SHEEP,2023,0.371708949610719,10.137516807565062
BRA,SHEEP,2024,0.3697380833870471,10.08376591055583
BRA,SHEEP,2025,0.367879957883499,10.033089760459063
BRA,SHEEP,2026,0.36185649344886295,9.868813457696263
CHL,BEEF,1990,13.050558548686599,861.3368642133156
CHL,BEEF,1991,12.685290230304696,837.22915520011
CHL,BEEF,1992,12.176658848642399,803.6594840103984
CHL,BEEF,1993,13.716843703460698,905.3116844284062
CHL,BEEF,1994,14.662567915356,967.729482413496
CHL,BEEF,1995,15.978593756935199,1054.5871879577232
CHL,BEEF,1996,16.5323471348331,1091.1349108989846
CHL,BEEF,1997,17.603040138905698,1161.800649167776
CHL,BEEF,1998,16.519470051614,1090.285023406524
CHL,BEEF,1999,15.513521596103699,1023.8924253428443
CHL,BEEF,2000,15.688456262495599,1035.4381133247095
CHL,BEEF,2001,14.265790361248099,941.5421638423746
CHL,BEEF,2002,14.995609393646,989.7102199806361
CHL,BEEF,2003,15.576056612926099,1028.0197364531227
CHL,BEEF,2004,15.835989422564499,1045.175301889257
CHL,BEEF,2005,16.3078221012303,1076.3162586812
CHL,BEEF,2006,14.4904123102779,956.3672124783416
CHL,BEEF,2007,15.5624533035286,1027.1219180328876
CHL,BEEF,2008,14.6762513862239,968.6325914907775
CHL,BEEF,2009,14.682150165538099,969.0219109255146
CHL,BEEF,2010,15.3863785295959,1015.5009829533294
CHL,BEEF,2011,14.1210175271535,931.987156792131
CHL,BEEF,2012,14.6131567869228,964.4683479369049
CHL,BEEF,2013,17.046136654712697,1125.045019211038
CHL,BEEF,2014,17.4973891846093,1154.827686184214
CHL,BEEF,2015,16.263523685462694,1073.392563240538
CHL,BEEF,2016,17.7588056375935,1172.0811720811712
CHL,BEEF,2017,18.1045851178486,1194.9026177780077
CHL,BEEF,2018,17.8403770343485,1177.464884267001
CHL,BEEF,2019,17.810464204056302,1175.490637467716
CHL,BEEF,2020,17.8422967044582,1177.5915824942413
CHL,BEEF,2021,17.924900904049,1183.0434596672342
CHL,BEEF,2022,18.0357496351956,1190.3594759229097
CHL,BEEF,2023,18.1158916645136,1195.6488498578979
CHL,BEEF,2024,18.2051582767806,1201.5404462675199
CHL,BEEF,2025,18.2645738505814,1205.4618741383724
CHL,BEEF,2026,18.2696958135972,1205.7999236974154
CHL,PIG,1990,7.18199251209935,56.16686451770005
CHL,PIG,1991,7.067518842598308,55.271621717756
CHL,PIG,1992,7.589036289686549,59.3501555988307
CHL,PIG,1993,8.09511506182015,63.30795112449092
CHL,PIG,1994,8.7546468401487,68.46582785244496
CHL,PIG,1995,9.396934899911859,73.48884985828505
CHL,PIG,1996,9.91524046229444,77.54226515384113
CHL,PIG,1997,10.5823803777836,82.75964141599995
CHL,PIG,1998,11.656267898064801,91.1579925361478
CHL,PIG,1999,12.3921262870082,96.91278250096157
CHL,PIG,2000,12.6997402111518,99.31848113849485
CHL,PIG,2001,13.7123480149651,107.2375934503681
CHL,PIG,2002,13.4979783911403,105.56111305891774
CHL,PIG,2003,14.2816545205213,111.68986227587172
CHL,PIG,2004,13.4304272198035,105.03282825743761
CHL,PIG,2005,13.907310687929199,108.76230153380527
CHL,PIG,2006,16.2901964590322,127.39769025653388
CHL,PIG,2007,16.7724613823978,131.1692492725982
CHL,PIG,2008,18.1341530609693,141.81837650245222
CHL,PIG,2009,17.2406826873029,134.83097999044577
CHL,PIG,2010,17.649081254536398,138.0248662213744
CHL,PIG,2011,18.5916072671209,145.3959029864583
CHL,PIG,2012,19.512963785135398,152.60138344785375
CHL,PIG,2013,19.5711952152473,153.05678309360067
CHL,PIG,2014,17.8723332385652,139.77081122467658
CHL,PIG,2015,17.4268767573526,136.2871131023729
CHL,PIG,2016,18.6699095790005,146.00826722038852
CHL,PIG,2017,18.6362001373607,145.74464209987212
CHL,PIG,2018,18.624117345972,145.65014847490923
CHL,PIG,2019,18.631138315845497,145.70505605981734
CHL,PIG,2020,18.6289719921204,145.68811429735183
CHL,PIG,2021,18.6198390481174,145.61668999168737
CHL,PIG,2022,18.617877401380106,145.60134890822903
CHL,PIG,2023,18.6352763712625,145.73741777525802
CHL,PIG,2024,18.654607958173,145.88860069853243
CHL,PIG,2025,18.6832837385898,146.11286000692024
CHL,PIG,2026,18.7163145192357,146.37117765043303
CHL,POULTRY,1990,7.8349009222902,48.0778011140535
CHL,POULTRY,1991,8.698484729351769,53.37706538465858
CHL,POULTRY,1992,13.037575164333301,80.00330214477252
CHL,POULTRY,1993,15.2641617339252,93.66644700363189
CHL,POULTRY,1994,16.7972547898198,103.07406348298514
CHL,POULTRY,1995,19.2814000855292,118.31768234302008
CHL,POULTRY,1996,20.1722420502333,123.78421258097706
CHL,POULTRY,1997,20.0190899454367,122.84441557427066
CHL,POULTRY,1998,21.540902086132498,132.18280825581306
CHL,POULTRY,1999,21.793694194044495,133.73403255436395
CHL,POULTRY,2000,23.9571955631991,147.0100636832672
CHL,POULTRY,2001,24.6379510392345,151.18742683166624
CHL,POULTRY,2002,23.6069876580538,144.8610606289665
CHL,POULTRY,2003,23.721380585367303,145.56301722839027
CHL,POULTRY,2004,26.0464321264466,159.8303789577405
CHL,POULTRY,2005,25.8589252244422,158.6797684227135
CHL,POULTRY,2006,29.514002996364198,181.10865475041663
CHL,POULTRY,2007,30.4154239584029,186.6401015629269
CHL,POULTRY,2008,28.6532331607587,175.8266580319284
CHL,POULTRY,2009,27.4510456352837,168.4495982165136
CHL,POULTRY,2010,29.0143137986665,178.04238012818078
CHL,POULTRY,2011,31.4627199905124,193.06669085087154
CHL,POULTRY,2012,31.528992825118298,193.4733650632259
CHL,POULTRY,2013,32.0940746468303,196.94091260554956
CHL,POULTRY,2014,31.7069806588544,194.56556313387927
CHL,POULTRY,2015,33.0463212344009,202.78424393836914
CHL,POULTRY,2016,34.7499014165681,213.2380314198497
CHL,POULTRY,2017,34.7957080684387,213.519117692692
CHL,POULTRY,2018,34.7612479462397,213.3076578519254
CHL,POULTRY,2019,34.8134927522647,213.6282509798061
CHL,POULTRY,2020,34.816327297354995,213.64564477922383
CHL,POULTRY,2021,34.8509415493343,213.85805041636957
CHL,POULTRY,2022,34.9303497378965,214.34532793709215
CHL,POULTRY,2023,35.0343899021452,214.98375621770916
CHL,POULTRY,2024,35.1379485014084,215.61922944046066
CHL,POULTRY,2025,35.2405627078766,216.2489075256064
CHL,POULTRY,2026,35.3659063619928,217.01806176677397
CHL,SHEEP,1990,0.803579581773354,21.915806775636923
CHL,SHEEP,1991,0.922566562203976,25.160906241926618
CHL,SHEEP,1992,0.9729533086139448,26.53509023492576
CHL,SHEEP,1993,0.958001782463922,26.127321339925142
CHL,SHEEP,1994,0.754932799542465,20.589076351158134
CHL,SHEEP,1995,0.7439768521747591,20.290277786584337
CHL,SHEEP,1996,0.672408068341111,18.338401863848482
CHL,SHEEP,1997,0.7838800279839692,21.378546217744614
CHL,SHEEP,1998,0.7735683637091729,21.097319010250168
CHL,SHEEP,1999,0.763660387435308,20.827101475508396
CHL,SHEEP,2000,0.696092849293921,18.984350435288754
CHL,SHEEP,2001,0.6302731661199521,17.189268166907784
CHL,SHEEP,2002,0.622726293138109,16.983444358312063
CHL,SHEEP,2003,0.559466523239794,15.258177906539835
CHL,SHEEP,2004,0.553002805232412,15.081894688156689
CHL,SHEEP,2005,0.492030289682833,13.4190079004409
CHL,SHEEP,2006,0.594604455970707,16.21648516283746
CHL,SHEEP,2007,0.587995893747684,16.03625164766411
CHL,SHEEP,2008,0.6872546699074971,18.743309179295373
CHL,SHEEP,2009,0.52287705971969,14.260283446900635
CHL,SHEEP,2010,0.465470274844917,12.694643859406826
CHL,SHEEP,2011,0.562747837228676,15.347668288054798
CHL,SHEEP,2012,0.506083351928063,13.802273234401717
CHL,SHEEP,2013,0.45061883279481,12.289604530767544
CHL,SHEEP,2014,0.39633725823568,10.809197951882181
CHL,SHEEP,2015,0.44127135179467103,12.034673230763755
CHL,SHEEP,2016,0.43680043680043706,11.912739185466464
CHL,SHEEP,2017,0.43465261144525497,11.854162130325134
CHL,SHEEP,2018,0.435770750692748,11.884656837074944
CHL,SHEEP,2019,0.43614512094061897,11.894866934744153
CHL,SHEEP,2020,0.43647548184958,11.903876777715817
CHL,SHEEP,2021,0.43747656062713897,11.931178926194697
CHL,SHEEP,2022,0.438458700931984,11.95796457087229
CHL,SHEEP,2023,0.439616358195742,11.989537041702054
CHL,SHEEP,2024,0.440619445985421,12.016893981420573
CHL,SHEEP,2025,0.441714088077043,12.046747856646626
CHL,SHEEP,2026,0.44317895535094,12.086698782298363
CHN,BEEF,1990,0.651737603948391,43.01468186059381
CHN,BEEF,1991,0.7636942298267421,50.40381916856498
CHN,BEEF,1992,1.01661808671902,67.09679372345532
CHN,BEEF,1993,1.27258660950853,83.99071622756298
CHN,BEEF,1994,1.5409512506779,101.7027825447414
CHN,BEEF,1995,1.97427797673142,130.30234646427374
CHN,BEEF,1996,1.96505533504807,129.69365211317265
CHN,BEEF,1997,2.4301285077851698,160.38848151382123
CHN,BEEF,1998,2.63602220732519,173.97746568346255
CHN,BEEF,1999,2.7795692215891004,183.45156862488062
CHN,BEEF,2000,2.9202159490166606,192.73425263509964
CHN,BEEF,2001,2.98922135776627,197.28860961257382
CHN,BEEF,2002,3.1812980863787,209.96567370099422
CHN,BEEF,2003,2.91710594892879,192.52899262930015
CHN,BEEF,2004,2.98365968452028,196.9215391783385
CHN,BEEF,2005,2.9906541941543,197.3831768141838
CHN,BEEF,2006,3.02856722836092,199.88543707182075
CHN,BEEF,2007,3.20818366428934,211.74012184309643
CHN,BEEF,2008,3.204288840703029,211.48306348639994
CHN,BEEF,2009,3.32049523717359,219.15268565345693
CHN,BEEF,2010,3.39776750514952,224.25265533986834
CHN,BEEF,2011,3.343780848520109,220.6895360023272
CHN,BEEF,2012,3.43082841390464,226.43467531770625
CHN,BEEF,2013,3.5829349143574203,236.47370434758975
CHN,BEEF,2014,3.69414950427788,243.81386728234008
CHN,BEEF,2015,3.847834662347141,253.95708771491132
CHN,BEEF,2016,4.00061852279602,264.04082250453735
CHN,BEEF,2017,4.06703788933825,268.4245006963245
CHN,BEEF,2018,4.15608670975974,274.3017228441429
CHN,BEEF,2019,4.26319568957397,281.37091551188206
CHN,BEEF,2020,4.35125452810046,287.1827988546304
CHN,BEEF,2021,4.42333346025765,291.9400083770049
CHN,BEEF,2022,4.49481280059288,296.6576448391301
CHN,BEEF,2023,4.5527614906949,300.4822583858634
CHN,BEEF,2024,4.599608319704429,303.5741491004923
CHN,BEEF,2025,4.65498536831925,307.22903430907047
CHN,BEEF,2026,4.71653972251662,311.29162168609696
CHN,PIG,1990,15.2472821561061,119.24156557980413
CHN,PIG,1991,16.1292426060301,126.13894858562003
CHN,PIG,1992,17.21191133329,134.6059732475244
CHN,PIG,1993,18.397367899530998,143.87685152197318
CHN,PIG,1994,19.8998077756443,155.62670183516698
CHN,PIG,1995,20.1517577091464,157.5970795202475
CHN,PIG,1996,19.7577220349131,154.51551847816657
CHN,PIG,1997,22.3739069435709,174.97542609715705
CHN,PIG,1998,24.023324535275002,187.87471751945836
CHN,PIG,1999,23.9921378659428,187.63082177211678
CHN,PIG,2000,24.776244102626,193.7629346487418
CHN,PIG,2001,25.378315508183398,198.4714417947676
CHN,PIG,2002,26.2406988958799,205.21572213444534
CHN,PIG,2003,25.4603557728866,199.11303873667725
CHN,PIG,2004,25.799519318679,201.7654715947973
CHN,PIG,2005,26.9337645769978,210.63585117908536
CHN,PIG,2006,27.4223952084103,214.4571932965421
CHN,PIG,2007,25.2685384272789,197.61292872615553
CHN,PIG,2008,27.3586916309553,213.95899865234273
CHN,PIG,2009,28.558328304488807,223.34077263766886
CHN,PIG,2010,29.7378286232521,232.56507000235618
CHN,PIG,2011,28.8788293584686,225.84725523930572
CHN,PIG,2012,30.3318981074174,237.21099801954634
CHN,PIG,2013,31.4850422561147,246.22917661833293
CHN,PIG,2014,32.297473527718395,252.58280579369514
CHN,PIG,2015,31.440284988885693,245.87915183615732
CHN,PIG,2016,30.8265371953479,241.07932934823356
CHN,PIG,2017,30.782574976813503,240.73552225456714
CHN,PIG,2018,31.0449060653905,242.78708589600265
CHN,PIG,2019,31.3976497762886,245.5457226094365
CHN,PIG,2020,31.622362975996104,247.3030950686875
CHN,PIG,2021,31.8501518314197,249.08452073289766
CHN,PIG,2022,32.081802702546,250.89614934042385
CHN,PIG,2023,32.3520777831505,253.0098390733565
CHN,PIG,2024,32.6046122022601,254.98478773562385
CHN,PIG,2025,32.876612461049106,257.1119692466661
CHN,PIG,2026,33.147647218279,259.23160004038704
CHN,POULTRY,1991,2.9796034086840497,18.28393000783394
CHN,POULTRY,1992,3.34065987375556,20.499503770772755
CHN,POULTRY,1993,4.17855962392113,25.64116132860693
CHN,POULTRY,1994,5.50548602451495,33.78366424134174
CHN,POULTRY,1995,6.96407927346212,42.73412281442665
CHN,POULTRY,1996,6.16011093275936,37.80068072375062
CHN,POULTRY,1997,7.08058792897265,43.449062291423076
CHN,POULTRY,1998,7.62362257222491,46.78132032956195
CHN,POULTRY,1999,8.02368454852648,49.23624609323067
CHN,POULTRY,2000,8.45537561005939,51.88525942536444
CHN,POULTRY,2001,8.18465065569725,50.2239926599604
CHN,POULTRY,2002,8.20671043021187,50.3593594581183
CHN,POULTRY,2003,8.531224023699139,52.35069287269926
CHN,POULTRY,2004,8.422993363000469,51.686550182048336
CHN,POULTRY,2005,8.99829223484839,55.21679325929694
CHN,POULTRY,2006,9.299728680193779,57.0665169011891
CHN,POULTRY,2007,9.945490605845107,61.029146899504056
CHN,POULTRY,2008,10.5558294050215,64.77440771263193
CHN,POULTRY,2009,10.8412681473823,66.52596363166411
CHN,POULTRY,2010,10.9868035102861,67.41902154039197
CHN,POULTRY,2011,11.127295654637198,68.28113242618281
CHN,POULTRY,2012,11.739939393622501,72.04053718813807
CHN,POULTRY,2013,11.876162434723303,72.8764513039839
CHN,POULTRY,2014,11.435075296381,70.16978022779249
CHN,POULTRY,2015,11.759988197319,72.16356393809387
CHN,POULTRY,2016,12.143451262198699,74.51663274531019
CHN,POULTRY,2017,12.272834911031303,75.31057786314663
CHN,POULTRY,2018,12.4011788521746,76.09814295652595
CHN,POULTRY,2019,12.5634803481722,77.09408395469305
CHN,POULTRY,2020,12.721915454730404,78.0662993813002
CHN,POULTRY,2021,12.876074965269101,79.01227819596949
CHN,POULTRY,2022,13.0480446489645,80.06754670955489
CHN,POULTRY,2023,13.2268523242407,81.16477562602248
CHN,POULTRY,2024,13.4102483701411,82.29016045313855
CHN,POULTRY,2025,13.6219358416765,83.58915175574215
CHN,POULTRY,2026,13.8045817738901,84.70993361250743
CHN,SHEEP,1990,0.81170562447898,22.137426122153997
CHN,SHEEP,1991,0.88425777550273,24.11612115007445
CHN,SHEEP,1992,0.924094229066627,25.202569883635277
CHN,SHEEP,1993,1.00290697801283,27.352008491258996
CHN,SHEEP,1994,1.07026995665847,29.189180636140083
CHN,SHEEP,1995,1.25136695090479,34.12818957013063
CHN,SHEEP,1996,1.28776863186514,35.120962687231085
CHN,SHEEP,1997,1.50352074829409,41.00511131711154
CHN,SHEEP,1998,1.64886618629556,44.969077808060725
CHN,SHEEP,1999,1.75621764938059,47.896844983107
CHN,SHEEP,2000,1.90832167307362,52.04513653837145
CHN,SHEEP,2001,2.0319000811898,55.41545675972181
CHN,SHEEP,2002,2.19049335135328,59.740727764180356
CHN,SHEEP,2003,2.1184287593017097,57.77532979913754
CHN,SHEEP,2004,2.2620522141430497,61.69233311299226
CHN,SHEEP,2005,2.33480279494044,63.67643986201199
CHN,SHEEP,2006,2.41285836044737,65.805228012201
CHN,SHEEP,2007,2.5380539926140897,69.21965434402063
CHN,SHEEP,2008,2.517240952321,68.6520259723909
CHN,SHEEP,2009,2.57176625852071,70.13907977783754
CHN,SHEEP,2010,2.64924893621886,72.2522437150598
CHN,SHEEP,2011,2.61485442539285,71.31421160162317
CHN,SHEEP,2012,2.6807990106724904,73.11270029106791
CHN,SHEEP,2013,2.80111563749799,76.39406284085428
CHN,SHEEP,2014,2.83070212793498,77.20096712549945
CHN,SHEEP,2015,2.9558250986708,80.61341178193089
CHN,SHEEP,2016,3.06336433887604,83.54630015116473
CHN,SHEEP,2017,3.07567696487948,83.88209904216762
CHN,SHEEP,2018,3.1527937080064703,85.985282945631
CHN,SHEEP,2019,3.20945890822632,87.53069749708145
CHN,SHEEP,2020,3.34402241622984,91.2006113517229
CHN,SHEEP,2021,3.4334555352229903,93.63969641517245
CHN,SHEEP,2022,3.4953407123872102,95.32747397419664
CHN,SHEEP,2023,3.562815743515669,97.16770209588188
CHN,SHEEP,2024,3.60071714093553,98.20137657096899
CHN,SHEEP,2025,3.63850073564717,99.23183824492281
CHN,SHEEP,2026,3.68339409322112,100.45620254239418
COL,BEEF,1990,15.012447638800197,990.821544160813
COL,BEEF,1991,13.5522271962727,894.4469949539982
COL,BEEF,1992,11.5555470563024,762.6661057159586
COL,BEEF,1993,11.6230977779632,767.1244533455712
COL,BEEF,1994,12.318207320643301,813.001683162458
COL,BEEF,1995,13.1243059261289,866.2041911245074
COL,BEEF,1996,13.466831226228,888.8108609310481
COL,BEEF,1997,13.8748689689151,915.7413519483968
COL,BEEF,1998,13.6488551019191,900.8244367266607
COL,BEEF,1999,12.5868674672169,830.7332528363155
COL,BEEF,2000,12.9071506852299,851.8719452251734
COL,BEEF,2001,11.9202974658267,786.7396327445622
COL,BEEF,2002,11.365689185324197,750.1354862313971
COL,BEEF,2003,10.594951858920599,699.2668226887596
COL,BEEF,2004,11.5508414910908,762.3555384119929
COL,BEEF,2005,12.6623979684718,835.718265919139
COL,BEEF,2006,12.8548075155113,848.4172960237458
COL,BEEF,2007,12.225448538749001,806.879603557434
COL,BEEF,2008,11.8948831735842,785.0622894565572
COL,BEEF,2009,10.881560532919,718.182995172654
COL,BEEF,2010,11.6773124323524,770.7026205352585
COL,BEEF,2011,12.323717931451302,813.365383475786
COL,BEEF,2012,12.6319777172084,833.7105293357545
COL,BEEF,2013,11.991375165919099,791.4307609506607
COL,BEEF,2014,12.332765378868501,813.962515005321
COL,BEEF,2015,12.1483680878813,801.7922938001659
COL,BEEF,2016,11.7255606328638,773.8870017690109
COL,BEEF,2017,11.6929154451807,771.7324193819263
