pokedex_number,name,generation,status,species,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,growth_rate,egg_type_1,egg_type_2,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,url,id
150,Mega Mewtwo Y,1,Legendary,Genetic Pokémon,Psychic,,1.5,33.0,780.0,106.0,150.0,70.0,194.0,120.0,140.0,3.0,Slow,Undiscovered,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,https://www.serebii.net/xy/pokemon/150-my.png,188
151,Mew,1,Mythical,New Species Pokémon,Psychic,,0.4,4.0,600.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,Medium Slow,Undiscovered,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/mew.png,189
152,Chikorita,2,Normal,Leaf Pokémon,Grass,,0.9,6.4,318.0,45.0,49.0,65.0,49.0,65.0,45.0,45.0,Medium Slow,Grass,Monster,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/chikorita.png,190
153,Bayleef,2,Normal,Leaf Pokémon,Grass,,1.2,15.8,405.0,60.0,62.0,80.0,63.0,80.0,60.0,45.0,Medium Slow,Grass,Monster,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/bayleef.png,191
154,Meganium,2,Normal,Herb Pokémon,Grass,,1.8,100.5,525.0,80.0,82.0,100.0,83.0,100.0,80.0,45.0,Medium Slow,Grass,Monster,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/meganium.png,192
155,Cyndaquil,2,Normal,Fire Mouse Pokémon,Fire,,0.5,7.9,309.0,39.0,52.0,43.0,60.0,50.0,65.0,45.0,Medium Slow,Field,,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/cyndaquil.png,193
156,Quilava,2,Normal,Volcano Pokémon,Fire,,0.9,19.0,405.0,58.0,64.0,58.0,80.0,65.0,80.0,45.0,Medium Slow,Field,,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/quilava.png,194
157,Typhlosion,2,Normal,Volcano Pokémon,Fire,,1.7,79.5,534.0,78.0,84.0,78.0,109.0,85.0,100.0,45.0,Medium Slow,Field,,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/typhlosion.png,195
158,Totodile,2,Normal,Big Jaw Pokémon,Water,,0.6,9.5,314.0,50.0,65.0,64.0,44.0,48.0,43.0,45.0,Medium Slow,Monster,Water 1,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/totodile.png,196
159,Croconaw,2,Normal,Big Jaw Pokémon,Water,,1.1,25.0,405.0,65.0,80.0,80.0,59.0,63.0,58.0,45.0,Medium Slow,Monster,Water 1,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/croconaw.png,197
160,Feraligatr,2,Normal,Big Jaw Pokémon,Water,,2.3,88.8,530.0,85.0,105.0,100.0,79.0,83.0,78.0,45.0,Medium Slow,Monster,Water 1,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/feraligatr.png,198
161,Sentret,2,Normal,Scout Pokémon,Normal,,0.8,6.0,215.0,35.0,46.0,34.0,35.0,45.0,20.0,255.0,Medium Fast,Field,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/sentret.png,199
162,Furret,2,Normal,Long Body Pokémon,Normal,,1.8,32.5,415.0,85.0,76.0,64.0,45.0,55.0,90.0,90.0,Medium Fast,Field,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/furret.png,200
163,Hoothoot,2,Normal,Owl Pokémon,Normal,Flying,0.7,21.2,262.0,60.0,30.0,30.0,36.0,56.0,50.0,255.0,Medium Fast,Flying,,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/hoothoot.png,201
164,Noctowl,2,Normal,Owl Pokémon,Normal,Flying,1.6,40.8,452.0,100.0,50.0,50.0,86.0,96.0,70.0,90.0,Medium Fast,Flying,,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/noctowl.png,202
165,Ledyba,2,Normal,Five Star Pokémon,Bug,Flying,1.0,10.8,265.0,40.0,20.0,30.0,40.0,80.0,55.0,255.0,Fast,Bug,,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/ledyba.png,203
166,Ledian,2,Normal,Five Star Pokémon,Bug,Flying,1.4,35.6,390.0,55.0,35.0,50.0,55.0,110.0,85.0,90.0,Fast,Bug,,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/ledian.png,204
167,Spinarak,2,Normal,String Spit Pokémon,Bug,Poison,0.5,8.5,250.0,40.0,60.0,40.0,40.0,40.0,30.0,255.0,Fast,Bug,,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,https://img.pokemondb.net/sprites/bank/normal/spinarak.png,205
168,Ariados,2,Normal,Long Leg Pokémon,Bug,Poison,1.1,33.5,400.0,70.0,90.0,70.0,60.0,70.0,40.0,90.0,Fast,Bug,,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,https://img.pokemondb.net/sprites/bank/normal/ariados.png,206
169,Crobat,2,Normal,Bat Pokémon,Poison,Flying,1.8,75.0,535.0,85.0,90.0,80.0,70.0,80.0,130.0,90.0,Medium Fast,Flying,,15.0,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,https://img.pokemondb.net/sprites/bank/normal/crobat.png,207
170,Chinchou,2,Normal,Angler Pokémon,Water,Electric,0.5,12.0,330.0,75.0,38.0,38.0,56.0,56.0,67.0,190.0,Slow,Water 2,,20.0,1.0,0.5,0.5,0.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,https://img.pokemondb.net/sprites/bank/normal/chinchou.png,208
171,Lanturn,2,Normal,Light Pokémon,Water,Electric,1.2,22.5,460.0,125.0,58.0,58.0,76.0,76.0,67.0,75.0,Slow,Water 2,,20.0,1.0,0.5,0.5,0.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,https://img.pokemondb.net/sprites/bank/normal/lanturn.png,209
172,Pichu,2,Normal,Tiny Mouse Pokémon,Electric,,0.3,2.0,205.0,20.0,40.0,15.0,35.0,35.0,60.0,190.0,Medium Fast,Undiscovered,,10.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/pichu.png,210
173,Cleffa,2,Normal,Star Shape Pokémon,Fairy,,0.3,3.0,218.0,50.0,25.0,28.0,45.0,55.0,15.0,150.0,Fast,Undiscovered,,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/cleffa.png,211
174,Igglybuff,2,Normal,Balloon Pokémon,Normal,Fairy,0.3,1.0,210.0,90.0,30.0,15.0,40.0,20.0,15.0,170.0,Fast,Undiscovered,,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/igglybuff.png,212
175,Togepi,2,Normal,Spike Ball Pokémon,Fairy,,0.3,1.5,245.0,35.0,20.0,65.0,40.0,65.0,20.0,190.0,Fast,Undiscovered,,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/togepi.png,213
176,Togetic,2,Normal,Happiness Pokémon,Fairy,Flying,0.6,3.2,405.0,55.0,40.0,85.0,80.0,105.0,40.0,75.0,Fast,Fairy,Flying,10.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/togetic.png,214
177,Natu,2,Normal,Tiny Bird Pokémon,Psychic,Flying,0.2,2.0,320.0,40.0,50.0,45.0,70.0,45.0,70.0,190.0,Medium Fast,Flying,,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/natu.png,215
178,Xatu,2,Normal,Mystic Pokémon,Psychic,Flying,1.5,15.0,470.0,65.0,75.0,70.0,95.0,70.0,95.0,75.0,Medium Fast,Flying,,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/xatu.png,216
179,Mareep,2,Normal,Wool Pokémon,Electric,,0.6,7.8,280.0,55.0,40.0,40.0,65.0,45.0,35.0,235.0,Medium Slow,Field,Monster,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/mareep.png,217
180,Flaaffy,2,Normal,Wool Pokémon,Electric,,0.8,13.3,365.0,70.0,55.0,55.0,80.0,60.0,45.0,120.0,Medium Slow,Field,Monster,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/flaaffy.png,218
181,Ampharos,2,Normal,Light Pokémon,Electric,,1.4,61.5,510.0,90.0,75.0,85.0,115.0,90.0,55.0,45.0,Medium Slow,Field,Monster,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/ampharos.png,219
181,Mega Ampharos,2,Normal,Light Pokémon,Electric,Dragon,1.4,61.5,610.0,90.0,95.0,105.0,165.0,110.0,45.0,45.0,Medium Slow,Field,Monster,20.0,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,https://www.serebii.net/xy/pokemon/181-m.png,220
182,Bellossom,2,Normal,Flower Pokémon,Grass,,0.4,5.8,490.0,75.0,80.0,95.0,90.0,100.0,50.0,45.0,Medium Slow,Grass,,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/bellossom.png,221
183,Marill,2,Normal,Aqua Mouse Pokémon,Water,Fairy,0.4,8.5,250.0,70.0,20.0,50.0,20.0,50.0,40.0,190.0,Fast,Fairy,Water 1,10.0,1.0,0.25,0.5,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/marill.png,222
184,Azumarill,2,Normal,Aqua Rabbit Pokémon,Water,Fairy,0.8,28.5,420.0,100.0,50.0,80.0,60.0,80.0,50.0,75.0,Fast,Fairy,Water 1,10.0,1.0,0.25,0.5,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/azumarill.png,223
185,Sudowoodo,2,Normal,Imitation Pokémon,Rock,,1.2,38.0,410.0,70.0,100.0,115.0,30.0,65.0,30.0,65.0,Medium Fast,Mineral,,20.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/sudowoodo.png,224
186,Politoed,2,Normal,Frog Pokémon,Water,,1.1,33.9,500.0,90.0,75.0,75.0,90.0,100.0,70.0,45.0,Medium Slow,Water 1,,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/politoed.png,225
187,Hoppip,2,Normal,Cottonweed Pokémon,Grass,Flying,0.4,0.5,250.0,35.0,35.0,40.0,35.0,55.0,50.0,255.0,Medium Slow,Fairy,Grass,20.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/hoppip.png,226
188,Skiploom,2,Normal,Cottonweed Pokémon,Grass,Flying,0.6,1.0,340.0,55.0,45.0,50.0,45.0,65.0,80.0,120.0,Medium Slow,Fairy,Grass,20.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/skiploom.png,227
189,Jumpluff,2,Normal,Cottonweed Pokémon,Grass,Flying,0.8,3.0,460.0,75.0,55.0,70.0,55.0,95.0,110.0,45.0,Medium Slow,Fairy,Grass,20.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/jumpluff.png,228
190,Aipom,2,Normal,Long Tail Pokémon,Normal,,0.8,11.5,360.0,55.0,70.0,55.0,40.0,55.0,85.0,45.0,Fast,Field,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/aipom.png,229
191,Sunkern,2,Normal,Seed Pokémon,Grass,,0.3,1.8,180.0,30.0,30.0,30.0,30.0,30.0,30.0,235.0,Medium Slow,Grass,,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/sunkern.png,230
192,Sunflora,2,Normal,Sun Pokémon,Grass,,0.8,8.5,425.0,75.0,75.0,55.0,105.0,85.0,30.0,120.0,Medium Slow,Grass,,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/sunflora.png,231
193,Yanma,2,Normal,Clear Wing Pokémon,Bug,Flying,1.2,38.0,390.0,65.0,65.0,45.0,75.0,45.0,95.0,75.0,Medium Fast,Bug,,20.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/yanma.png,232
194,Wooper,2,Normal,Water Fish Pokémon,Water,Ground,0.4,8.5,210.0,55.0,45.0,45.0,25.0,25.0,15.0,255.0,Medium Fast,Field,Water 1,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/wooper.png,233
195,Quagsire,2,Normal,Water Fish Pokémon,Water,Ground,1.4,75.0,430.0,95.0,85.0,85.0,65.0,65.0,35.0,90.0,Medium Fast,Field,Water 1,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/quagsire.png,234
196,Espeon,2,Normal,Sun Pokémon,Psychic,,0.9,26.5,525.0,65.0,65.0,60.0,130.0,95.0,110.0,45.0,Medium Fast,Field,,35.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/espeon.png,235
197,Umbreon,2,Normal,Moonlight Pokémon,Dark,,1.0,27.0,525.0,95.0,65.0,110.0,60.0,130.0,65.0,45.0,Medium Fast,Field,,35.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/umbreon.png,236
198,Murkrow,2,Normal,Darkness Pokémon,Dark,Flying,0.5,2.1,405.0,60.0,85.0,42.0,85.0,42.0,91.0,30.0,Medium Slow,Flying,,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/murkrow.png,237
199,Slowking,2,Normal,Royal Pokémon,Water,Psychic,2.0,79.5,490.0,95.0,75.0,80.0,100.0,110.0,30.0,70.0,Medium Fast,Monster,Water 1,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/slowking.png,238
200,Misdreavus,2,Normal,Screech Pokémon,Ghost,,0.7,1.0,435.0,60.0,60.0,60.0,85.0,85.0,85.0,45.0,Fast,Amorphous,,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/misdreavus.png,239
201,Unown,2,Normal,Symbol Pokémon,Psychic,,0.5,5.0,336.0,48.0,72.0,48.0,72.0,48.0,48.0,225.0,Medium Fast,Undiscovered,,40.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/unown.png,240
202,Wobbuffet,2,Normal,Patient Pokémon,Psychic,,1.3,28.5,405.0,190.0,33.0,58.0,33.0,58.0,33.0,45.0,Medium Fast,Amorphous,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/wobbuffet.png,241
203,Girafarig,2,Normal,Long Neck Pokémon,Normal,Psychic,1.5,41.5,455.0,70.0,80.0,65.0,90.0,65.0,85.0,60.0,Medium Fast,Field,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/girafarig.png,242
204,Pineco,2,Normal,Bagworm Pokémon,Bug,,0.6,7.2,290.0,50.0,65.0,90.0,35.0,35.0,15.0,190.0,Medium Fast,Bug,,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/pineco.png,243
205,Forretress,2,Normal,Bagworm Pokémon,Bug,Steel,1.2,125.8,465.0,75.0,90.0,140.0,60.0,60.0,40.0,75.0,Medium Fast,Bug,,20.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/forretress.png,244
206,Dunsparce,2,Normal,Land Snake Pokémon,Normal,,1.5,14.0,415.0,100.0,70.0,70.0,65.0,65.0,45.0,190.0,Medium Fast,Field,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/dunsparce.png,245
207,Gligar,2,Normal,FlyScorpion Pokémon,Ground,Flying,1.1,64.8,430.0,65.0,75.0,105.0,35.0,65.0,85.0,60.0,Medium Slow,Bug,,20.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/gligar.png,246
208,Steelix,2,Normal,Iron Snake Pokémon,Steel,Ground,9.2,400.0,510.0,75.0,85.0,200.0,55.0,65.0,30.0,25.0,Medium Fast,Mineral,,25.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/steelix.png,247
208,Mega Steelix,2,Normal,Iron Snake Pokémon,Steel,Ground,10.5,740.0,610.0,75.0,125.0,230.0,55.0,95.0,30.0,25.0,Medium Fast,Mineral,,25.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,https://www.serebii.net/xy/pokemon/208-m.png,248
209,Snubbull,2,Normal,Fairy Pokémon,Fairy,,0.6,7.8,300.0,60.0,80.0,50.0,40.0,40.0,30.0,190.0,Fast,Fairy,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/snubbull.png,249
210,Granbull,2,Normal,Fairy Pokémon,Fairy,,1.4,48.7,450.0,90.0,120.0,75.0,60.0,60.0,45.0,75.0,Fast,Fairy,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/granbull.png,250
211,Qwilfish,2,Normal,Balloon Pokémon,Water,Poison,0.5,3.9,440.0,65.0,95.0,85.0,55.0,55.0,85.0,45.0,Medium Fast,Water 2,,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/qwilfish.png,251
212,Scizor,2,Normal,Pincer Pokémon,Bug,Steel,1.8,118.0,500.0,70.0,130.0,100.0,55.0,80.0,65.0,25.0,Medium Fast,Bug,,25.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/scizor.png,252
212,Mega Scizor,2,Normal,Pincer Pokémon,Bug,Steel,2.0,125.0,600.0,70.0,150.0,140.0,65.0,100.0,75.0,25.0,Medium Fast,Bug,,25.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,https://www.serebii.net/xy/pokemon/212-m.png,253
213,Shuckle,2,Normal,Mold Pokémon,Bug,Rock,0.6,20.5,505.0,20.0,10.0,230.0,10.0,230.0,5.0,190.0,Medium Slow,Bug,,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/shuckle.png,254
214,Heracross,2,Normal,Single Horn Pokémon,Bug,Fighting,1.5,54.0,500.0,80.0,125.0,75.0,40.0,95.0,85.0,45.0,Slow,Bug,,25.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/heracross.png,255
214,Mega Heracross,2,Normal,Single Horn Pokémon,Bug,Fighting,1.7,62.5,600.0,80.0,185.0,115.0,40.0,105.0,75.0,45.0,Slow,Bug,,25.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,https://www.serebii.net/xy/pokemon/214-m.png,256
215,Sneasel,2,Normal,Sharp Claw Pokémon,Dark,Ice,0.9,28.0,430.0,55.0,95.0,55.0,35.0,75.0,115.0,60.0,Medium Slow,Field,,20.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,https://img.pokemondb.net/sprites/bank/normal/sneasel.png,257
216,Teddiursa,2,Normal,Little Bear Pokémon,Normal,,0.6,8.8,330.0,60.0,80.0,50.0,50.0,50.0,40.0,120.0,Medium Fast,Field,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/teddiursa.png,258
217,Ursaring,2,Normal,Hibernator Pokémon,Normal,,1.8,125.8,500.0,90.0,130.0,75.0,75.0,75.0,55.0,60.0,Medium Fast,Field,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/ursaring.png,259
